No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
124,BKSW,Bank QNB Indonesia Tbk.,--U-2115000000G111------------,100,0,09 Jan 2023,0,101,96,98,-2,761100,74714200,229,224.9,99,224300,98,31800,20232319124,20232319124,1519447166,0,0,0,0,0
125,BLTA,Berlian Laju Tanker Tbk,--U-1135000000K211-----------X,50,0,09 Jan 2023,0,50,50,50,0,61000,3050000,4,0.7,50,62189700,0,0,25940187103,25940187103,10386450916,0,0,0,0,0
126,BLTZ,Graha Layar Prima Tbk.,--U-2135000000E514-----------X,2820,0,09 Jan 2023,0,3100,2650,3070,250,7800,23016000,39,204.7,3070,100,3060,500,873937142,873937142,78304768,0,0,0,0,0
127,BLUE,Berkah Prima Perkasa Tbk.,--U-2130000000C223------------,280,0,09 Jan 2023,0,288,282,282,2,288600,82360200,52,216.9,288,6100,282,84900,418000000,418000000,39501000,0,0,0,0,0
128,BMAS,Bank Maspion Indonesia Tbk.,--U-2105000000G111------------,1090,0,09 Jan 2023,0,1080,1050,1050,-40,94900,100758000,36,514.5,1080,26200,1050,4500,8534112229,8534112229,283332526,0,600,0,0,0
129,BMHS,Bundamedik Tbk.,--M-1135400000F121------------,420,0,09 Jan 2023,0,424,402,416,-4,1697700,701691400,625,122.4,416,1400,406,1800,8603416176,8601877576,2741908735,120600,118400,0,0,0
130,BMRI,Bank Mandiri (Persero) Tbk.,--MO1UQSPKH000G111------------,9800,9750,09 Jan 2023,9775,9850,9600,9725,-75,33628600,326656530000,6923,2930.4,9725,1297900,9700,1200,46199999998,46199999998,18447659999,27770200,20752200,3617,35194394,13
131,BMSR,Bintang Mitra Semestaraya Tbk,--U-1130000000B111------------,725,0,09 Jan 2023,0,750,715,745,20,70000,50811500,49,149,745,14600,725,5600,1159200024,1159200024,463911850,30000,12000,0,0,0
132,BMTR,Global Mediacom Tbk.,--M-113F403000C311------------,268,0,09 Jan 2023,0,272,266,266,-2,24600700,6602104800,2013,216.5,268,2020700,266,974300,16583997586,16583997586,9670128992,5498600,1685400,0,0,0
133,BNBA,Bank Bumi Arta Tbk.,--U-1855000000G111------------,920,0,09 Jan 2023,0,930,910,910,-10,214000,196054500,106,648.1,930,19700,910,59600,3354120000,3354120000,278727372,31100,0,0,0,0
134,BNBR,Bakrie & Brothers Tbk,--U-2105000000C311------------,70,0,09 Jan 2023,0,72,68,70,0,32114400,2241573500,1155,0.2,70,7765400,69,1202300,22084484209,22084484209,16461037087,593200,1903200,0,0,0
135,BNGA,Bank CIMB Niaga Tbk.,--M-110Q100000G111------------,1145,0,09 Jan 2023,0,1165,1140,1145,0,2105000,2426622500,739,8.5,1150,1000,1145,29700,24880290775,24880290775,1652051307,197000,5000,0,0,0
136,BNII,Bank Maybank Indonesia Tbk.,--U-110F000000G111------------,222,0,09 Jan 2023,0,230,222,226,4,1102100,248994600,277,2.7,228,156700,226,247500,75357433911,75357433911,1107754278,0,5000,0,0,0
137,BNLI,Bank Permata Tbk.,--U-1100000000G111------------,1010,0,09 Jan 2023,0,1025,1010,1010,0,35100,35729500,29,12.6,1025,42800,1015,5300,35819545925,35819545925,100294729,0,0,0,0,0
138,BOBA,Formosa Ingredient Factory Tbk.,--U-2130000000D222------------,185,0,09 Jan 2023,0,189,179,185,0,116300,21679500,37,66.1,185,37300,184,400,1155750000,1155750000,241320600,0,0,0,0,0
139,BOGA,Bintang Oto Global Tbk.,--U-2135000000E745------------,1260,0,09 Jan 2023,0,1265,1250,1260,0,64223800,80618316000,913,1223.3,1260,432300,1255,298800,3803526210,3803526210,2681485978,1144400,0,0,0,0
140,BOLA,Bali Bintang Sejahtera Tbk.,--U-2135000000E514------------,214,0,09 Jan 2023,0,218,200,206,-8,2985500,611988400,349,117.7,208,16200,206,16300,6000000000,6000000000,2148600000,132400,0,0,0,0
141,BOLT,Garuda Metalindo Tbk.,--U-2135000000E111------------,715,0,09 Jan 2023,0,735,725,725,10,3000,2183500,10,131.8,725,500,720,1000,2343750000,2343750000,235078125,0,100,0,0,0
142,BOSS,Borneo Olah Sarana Sukses Tbk.,--U-2130000000A121------------,88,0,09 Jan 2023,0,90,84,86,-2,31991700,2770609900,1819,21.5,86,5000,85,97400,1400000000,1400000000,974960000,62900,1204800,0,0,0
143,BPFI,Woori Finance Indonesia Tbk.,--U-2105000000G211------------,655,0,09 Jan 2023,0,655,640,655,0,4700,3018500,7,1049.7,655,59800,640,2500,2673995362,2673995362,154824331,0,0,0,0,0
144,BPII,Batavia Prosperindo Internasional Tbk.,--U-2105000000G511------------,10700,0,09 Jan 2023,0,0,0,10700,0,0,0,0,2140,10850,302500,10700,4500,515498662,515498662,61498990,0,0,0,0,0
145,BPTR,Batavia Prosperindo Trans Tbk.,--U-1100000000K132------------,214,0,09 Jan 2023,0,266,212,266,52,48921400,11890853600,15965,266,0,0,266,42045900,1550000000,1550000000,353400000,0,0,0,0,0
146,BRAM,Indo Kordsa Tbk.,--U-1135000000E112------------,8175,0,09 Jan 2023,0,8350,8100,8250,75,400,3295000,4,321.1,8200,500,8150,100,450056980,450056980,71910000,0,0,0,0,0
147,BRIS,Bank Syariah Indonesia Tbk.,--UO1SEBR53000G111------------,1390,1400,09 Jan 2023,1400,1405,1350,1365,-25,29346400,40161687500,6290,274,1370,89800,1365,411000,45667877639,45667877639,4399741525,8746200,1215900,168,140864,3
148,BRMS,Bumi Resources Minerals Tbk.,--U-1K75F03000B146------------,152,0,09 Jan 2023,0,161,151,153,1,435007400,68057274000,5996,27.8,154,1088300,153,214600,141784040338,141784040338,80391550872,12610100,48016700,0,0,0
149,BRNA,Berlina Tbk.,--U-2130000000B131-----------X,970,0,09 Jan 2023,0,0,0,970,0,0,0,0,727.8,0,0,925,100,979110000,979110000,284137722,0,0,0,0,0
150,BRPT,Barito Pacific Tbk.,XBMO1SD4F48000B111------------,820,820,09 Jan 2023,820,830,800,815,-5,77159900,62701076000,7014,318.7,815,239600,810,10700,93747218044,93747218044,26192972721,7901900,10788900,347,280485,10
151,BSBK,Wulandari Bangun Laksana Tbk.,--U-1130000000H111------------,138,0,09 Jan 2023,0,139,129,131,-7,191257000,25208800500,10358,131,132,399700,131,839700,25091713397,5091713397,3778812038,15978200,11577600,0,0,0
152,BSDE,Bumi Serpong Damai Tbk.,--M-183QM83000H111------------,905,0,09 Jan 2023,0,915,900,915,10,4429300,4032913500,957,179.2,915,331200,910,2900,21171365812,21171365812,7670385834,213800,2408600,15188,13669640,3
153,BSIM,Bank Sinarmas Tbk.,--U-1105000000G111------------,865,0,09 Jan 2023,0,860,850,855,-10,34800,29871500,18,583.1,855,2100,850,100,19517921842,19517921842,7471460481,0,27700,0,0,0
154,BSML,Bintang Samudera Mandiri Lines Tbk.,--U-2105000000A122------------,322,0,09 Jan 2023,0,330,318,322,0,85000,27132200,88,275.2,322,8700,318,5100,1850225000,1850225000,146167775,0,0,0,0,0
155,BSSR,Baramulti Suksessarana Tbk.,--M-2135000000A121------------,4110,0,09 Jan 2023,0,4140,3990,4000,-110,1653800,6686280000,2201,205.1,4020,5100,4000,12400,2616500000,2616500000,242287900,438300,307500,0,0,0
156,BSWD,Bank Of India Indonesia Tbk.,--U-2105000000G111-----------X,1375,0,09 Jan 2023,0,0,0,1375,0,0,0,0,1306.7,0,0,0,0,2364972863,2364972863,45407479,0,0,0,0,0
157,BTEK,Bumi Teknokultura Unggul Tbk,--U-2105000000D232-----------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,383.1,50,216132700,0,0,46277496376,46277496376,20574974889,0,0,0,0,0
158,BTEL,Bakrie Telecom Tbk.,--U-2105000000J321-E---------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,46.9,0,0,0,0,36822665755,36822665755,18790606335,0,0,0,0,0
159,BTON,Betonjaya Manunggal Tbk.,--U-2130000000B144------------,432,0,09 Jan 2023,0,434,408,408,-24,44200,18479400,30,1362.6,430,100,408,9100,720000000,720000000,29520000,0,0,0,0,0
160,BTPN,Bank BTPN Tbk.,--U-1105000000G111------------,2530,0,09 Jan 2023,0,2510,2500,2510,-20,9000,22538000,14,485.9,2510,70600,2490,200,8066054461,8066054461,423467859,3800,0,0,0,0
161,BTPS,Bank BTPN Syariah Tbk.,--M-18PCM36000G111------------,2620,0,09 Jan 2023,0,2660,2570,2580,-40,7627200,19843617000,2972,264.6,2590,1100,2580,112200,7626663000,7626663000,2286473567,5859000,1333500,661400,1756017000,1
162,BUAH,Segar Kumala Indonesia Tbk.,--U-2130000000D112------------,975,0,09 Jan 2023,0,995,965,980,5,82000,80697000,61,252.6,980,182400,975,1300,1000000000,196249900,129300000,6700,0,0,0,0
163,BUDI,Budi Starch & Sweetener Tbk.,--M-1135000000D222------------,222,0,09 Jan 2023,0,224,216,216,-6,405400,88414400,130,117.1,220,76400,218,5300,4498997362,4498997362,1809946639,0,10000,0,0,0
164,BUKA,Bukalapak.com Tbk.,--MO5H45970000I111----------I-,254,256,09 Jan 2023,256,266,254,262,8,76446800,19896510400,2007,30.8,262,1854300,260,731000,103066477454,103066477454,51955811285,2991600,8107900,96,24960,1
165,BUKK,Bukaka Teknik Utama Tbk.,--U-2135000000J211------------,1085,0,09 Jan 2023,0,1090,1045,1080,-5,5900,6375000,17,183.1,1100,700,1080,2600,2640452000,2640452000,231039550,2800,500,0,0,0
166,BULL,Buana Lintas Lautan Tbk.,--U-2105000000A112------------,161,0,09 Jan 2023,0,161,150,155,-6,116557400,17954230800,2356,15.2,156,532200,155,1092700,14117801449,14117801449,10349760242,20873800,16544600,4208200,736435000,3
167,BUMI,Bumi Resources Tbk.,--U-1105000000A121------------,148,0,09 Jan 2023,0,151,138,138,-10,1126423700,159679344900,13314,8,138,113182600,0,0,371320676795,371320676795,131633179924,106561000,230092300,2500084,362512012,2
168,BUVA,Bukit Uluwatu Villa Tbk.,--U-2100000000E512---L---Y---X,60,0,09 Jan 2023,0,0,0,60,0,0,0,0,46.2,0,0,0,0,6811269200,6811269200,2329454066,0,0,0,0,0
169,BVIC,Bank Victoria International Tbk.,--U-1105000000G111------------,108,0,09 Jan 2023,0,110,102,105,-3,7808300,827256100,527,99.3,106,81600,105,87500,15689752366,15689752366,4412459314,0,0,0,0,0
170,BWPT,Eagle High Plantations Tbk.,--U-1105000000D232------------,65,0,09 Jan 2023,0,65,64,64,-1,16410700,1051366100,289,14,64,18001100,63,1943900,31525291000,31525291000,7770984232,0,0,0,0,0
171,BYAN,Bayan Resources Tbk.,XDU-1130000000A121------------,20575,0,09 Jan 2023,0,21300,20025,20325,-250,997700,20507410000,2303,3504.3,20350,500,20325,47400,33333335000,33333335000,7533333710,341000,133200,0,0,0
172,CAKK,Cahayaputra Asa Keramik Tbk.,--U-2130000000C121------------,175,0,09 Jan 2023,0,178,164,164,-11,3523200,591406800,677,97.6,166,300,164,62600,1203300219,1203300219,299982745,501600,0,0,0,0
173,CAMP,Campina Ice Cream Industry Tbk.,--U-1135000000D221------------,312,0,09 Jan 2023,0,334,308,314,2,4033300,1288154600,1032,95.2,316,31000,314,32400,5885000000,5885000000,898639500,0,24700,0,0,0
174,CANI,Capitol Nusantara Indonesia Tbk.,--U-2100000000A122-E---------X,78,0,09 Jan 2023,0,82,79,80,2,9500,769600,15,40,80,44100,79,300,833440000,833440000,136934192,0,0,0,0,0
175,CARE,Metro Healthcare Indonesia Tbk.,--U-2105000000F121------------,474,0,09 Jan 2023,0,484,470,478,4,425111800,202466990200,2645,464.1,478,236700,474,407400,33250000000,33250000000,7584325000,2051400,1125000,135000000,63720000000,1
176,CARS,Industri dan Perdagangan Bintraco Dharma Tbk.,--U-1100000000E745------------,76,0,09 Jan 2023,0,78,74,74,-2,17032400,1277896100,563,42.3,75,10100,74,578300,15000000000,15000000000,10765500000,524200,980800,0,0,0
177,CASA,Capital Financial Indonesia Tbk.,--U-2105000000G511------------,710,0,09 Jan 2023,0,725,695,700,-10,292100200,206377389500,2363,1278.8,705,967600,700,54300,54476269803,54476269803,17944483273,6978600,3627800,85300000,59710000000,2
178,CASH,Cashlez Worldwide Indonesia Tbk.,--U-3000000000I111------------,123,0,09 Jan 2023,0,124,111,117,-6,2135200,243906100,269,33.4,117,55200,112,65200,1431125517,1431125517,0,0,0,0,0,0
179,CASS,Cardig Aero Services Tbk.,--U-2130000000J111------------,412,0,09 Jan 2023,0,414,410,414,2,17000,6998000,19,103.5,416,7300,414,100,2086950000,2086950000,356659755,0,3000,0,0,0
180,CBMF,Cahaya Bintang Medan Tbk.,--U-2130000000E211-----------X,50,0,09 Jan 2023,0,50,50,50,0,4400,220000,7,31.3,50,5388700,0,0,1875000000,1875000000,450000000,0,0,0,0,0
181,CBPE,Citra Buana Prasida Tbk.,--U-2130000000H111------------,149,0,09 Jan 2023,0,158,140,148,-1,56804500,8573956800,8372,98.7,148,33300,147,322300,1356250000,271130000,271250000,0,54200,0,0,0
182,CBRE,Cakra Buana Resources Energi Tbk.,--U-2130000000A122------------,108,0,09 Jan 2023,0,145,144,145,37,65279900,9465584400,10117,134.3,0,0,145,229777900,4538000000,738000000,909000000,775600,0,103000,14881000,4
183,CBUT,Citra Borneo Utama Tbk.,--U-1100000000D232------------,1935,0,09 Jan 2023,0,2020,1800,1900,-35,1710300,3241191000,1407,275.4,1900,17000,1895,200,3125000000,3125000000,619375000,15100,158500,0,0,0
184,CCSI,Communication Cable Systems Indonesia Tbk.,--U-2130000000C131------------,670,0,09 Jan 2023,0,680,665,670,0,2800,1887000,16,321.1,670,15100,665,1300,1199999998,399187998,129600000,0,0,0,0,0
185,CEKA,Wilmar Cahaya Indonesia Tbk.,--U-1135000000D222------------,1975,0,09 Jan 2023,0,1975,1930,1965,-10,29800,58237500,24,406,1970,500,1950,2000,595000000,595000000,76160000,0,0,0,0,0
186,CENT,Centratama Telekomunikasi Indonesia Tbk.,--U-2805000000J321------------,107,0,09 Jan 2023,0,111,101,108,1,1962900,206636600,310,691.2,108,28500,106,600,31183464900,31183464900,1144433162,0,0,0,0,0
187,CFIN,Clipan Finance Indonesia Tbk.,--M-1105000000G211------------,294,0,09 Jan 2023,0,296,290,294,0,1539000,450742800,287,23,294,26200,292,569900,3984520457,3984520457,1399762037,262700,0,0,0,0
188,CHEM,Chemstar Indonesia Tbk.,--U-2130000000B111------------,141,0,09 Jan 2023,0,162,138,162,21,111190900,17305363900,9168,108,163,1182600,162,223900,1700000000,500000000,463760000,6130700,16184400,0,0,0
189,CINT,Chitose Internasional Tbk.,--U-2130000000E211------------,224,0,09 Jan 2023,0,222,218,222,-2,1200,264000,3,67.3,220,100200,218,1600,1000000000,1000000000,257600000,0,0,0,0,0
190,CITA,Cita Mineral Investindo Tbk.,--U-2135000000B141------------,3460,0,09 Jan 2023,0,3480,3460,3460,0,2600,9016000,10,12555.3,3410,3800,3320,100,3960361250,3960361250,295442949,0,200,0,0,0
191,CITY,Natura City Developments Tbk.,--U-1130000000H111------------,141,0,09 Jan 2023,0,149,137,141,0,312600,44911500,145,117.5,141,27300,139,100,5405188966,5405188966,263773222,0,0,0,0,0
192,CLAY,Citra Putra Realty Tbk.,--U-2105000000E512------------,580,0,09 Jan 2023,0,570,540,545,-35,13900,7547500,16,302.8,545,700,540,1700,2570000000,520000000,477763000,0,0,0,0,0
193,CLEO,Sariguna Primatirta Tbk.,--U-1135000000D212------------,484,0,09 Jan 2023,0,490,480,490,6,7866200,3827737200,1982,2130.4,490,148200,488,117100,12000000000,12000000000,2726400000,1814400,41300,0,0,0
194,CLPI,Colorpak Indonesia Tbk.,--U-2130000000B113------------,925,0,09 Jan 2023,0,925,915,925,0,72200,66329500,82,462.5,925,14800,915,1700,306338500,306338500,84426891,0,0,0,0,0
195,CMNP,Citra Marga Nusaphala Persada Tbk.,--U-1135000000J112------------,1920,0,09 Jan 2023,0,1920,1895,1900,-20,33100,62925000,138,203.5,1900,330700,1870,1100,5435351445,5435351445,1719728649,0,31200,0,0,0
196,CMNT,Cemindo Gemilang Tbk.,--U-1105000000B121------------,900,0,09 Jan 2023,0,900,890,900,0,33049300,29537852500,1215,132.4,900,602000,895,117400,17125504000,17125504000,2162951155,791300,286400,0,0,0
197,CMPP,AirAsia Indonesia Tbk.,--U-2105000000K111-E---------X,180,0,09 Jan 2023,0,188,177,177,-3,551700,100136600,228,33.5,180,29100,177,20200,10685124441,10685124441,809932433,0,0,0,0,0
198,CMRY,Cisarua Mountain Dairy Tbk.,--M-1135800000D221------------,4270,0,09 Jan 2023,0,4280,3980,4140,-130,2193100,9111691000,1781,134.4,4180,2000,4130,1400,7934683000,7934683000,1936856120,1931700,525500,994100,4162918200,3
199,CNKO,Exploitasi Energi Indonesia Tbk.,--U-2100000000A122-E---------X,50,0,09 Jan 2023,0,50,50,50,0,2400,120000,4,3.3,50,122473600,0,0,8956361206,8956361206,6462014610,0,2000,0,0,0
200,CNTB,Saham Seri B ( Centex Tbk ),--U-2000000000E413-E---------X,250,0,09 Jan 2023,0,0,0,250,0,0,0,0,0,0,0,0,0,130000000,130000000,0,0,0,0,0,0
201,CNTX,Century Textile Industry Tbk.,--U-2100000000E413-E---------X,212,0,09 Jan 2023,0,0,0,212,0,0,0,0,385.5,214,800,204,5000,70000000,70000000,17556000,0,0,0,0,0
202,COAL,Black Diamond Resources Tbk.,--U-2130000000A121------------,120,0,09 Jan 2023,0,123,115,116,-4,5490400,651282900,1532,116,116,52700,115,234800,6250000000,4125000000,1250000000,0,755600,0,0,0
203,COCO,Wahana Interfood Nusantara Tbk.,--U-2130000000D222------------,262,0,09 Jan 2023,0,268,262,264,2,13500,3565000,13,133.3,264,8600,262,200,889863981,889863981,295790787,0,0,0,0,0
204,COWL,Cowell Development Tbk.,--U-2100000000H111BEDL---Y---X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,38.5,0,0,0,0,4871214021,4871214021,312244819,0,0,0,0,0
205,CPIN,Charoen Pokphand Indonesia Tbk,--MO1XD3Q36000D231------------,6000,6000,09 Jan 2023,6025,6250,5925,6250,250,9873300,60502405000,3772,28464.7,6250,995800,6225,2100,16398000000,16398000000,6578877600,1827500,3151200,665,4004069,10
206,CPRI,Capri Nusa Satu Properti Tbk.,--U-2100000000H111-----------X,50,0,09 Jan 2023,0,50,50,50,0,300,15000,2,40,50,22400300,0,0,2433379958,2433379958,674046248,0,0,0,0,0
207,CPRO,Central Proteina Prima Tbk.,--U-2135000000D231------------,53,0,09 Jan 2023,0,54,53,53,0,33244500,1767751700,424,48.2,54,15874400,53,35678100,59572382787,59572382787,20111636429,28200,0,4130000,206500000,1
208,CRAB,Toba Surimi Industries Tbk.,--U-2130000000D231------------,216,0,09 Jan 2023,0,216,210,212,-4,5446000,1153922600,213,141.3,212,75000,210,177400,1950000000,390000000,339300000,500700,400000,0,0,0
209,CSAP,Catur Sentosa Adiprana Tbk.,--U-1135000000E743------------,780,0,09 Jan 2023,0,770,760,765,-15,197500,150864500,18,386,770,12100,760,69000,4458352920,4458352920,366476610,1200,0,0,0,0
210,CSIS,Cahayasakti Investindo Sukses Tbk.,--U-2130000000H111------------,61,0,09 Jan 2023,0,65,57,60,-1,2822000,170740600,286,20,60,198800,59,100,1307000000,1307000000,261400000,0,0,0,0,0
211,CSMI,Cipta Selera Murni Tbk.,--U-2135000000E515-----------X,3150,0,09 Jan 2023,0,0,0,3150,0,0,0,0,1607.1,0,0,0,0,816061500,816061500,184021868,0,0,0,0,0
212,CSRA,Cisadane Sawit Raya Tbk.,--M-1135000000D232------------,560,0,09 Jan 2023,0,575,555,560,0,82700,46656000,68,448,565,1500,560,3700,2050000000,2050000000,492000000,0,0,100,57500,1
213,CTBN,Citra Tubindo Tbk.,--U-1135000000B144-----------X,1625,0,09 Jan 2023,0,0,0,1625,0,0,0,0,1358.1,1685,1800,1530,200,800371500,800371500,89321459,0,0,0,0,0
214,CTRA,Ciputra Development Tbk.,--M-1M3CM86000H111------------,890,0,09 Jan 2023,0,910,885,900,10,11178000,10015834500,1640,201.5,900,1578100,895,399700,18560303397,18560303397,8589708412,3260400,6390700,3669148,3267204446,6
215,CTTH,Citatah Tbk.,--U-2100000000C121-----------X,50,0,09 Jan 2023,0,50,50,50,0,1700,85000,4,2.1,50,1259100,0,0,1230839821,1230839821,539600178,0,0,0,0,0
216,DADA,Diamond Citra Propertindo Tbk.,--U-2130000000H111---L-------X,50,0,09 Jan 2023,0,50,50,50,0,1000,50000,1,49,50,34592600,0,0,7178346958,7178346958,1193041264,0,0,516800,12920000,1
217,DART,Duta Anggada Realty Tbk.,--U-1100000000H111------------,173,0,09 Jan 2023,0,200,172,175,2,200800,37270600,211,32.4,175,1500,174,600,3141390962,3141390962,208588360,0,0,0,0,0
218,DAYA,Duta Intidaya Tbk.,--U-2130000000D111------------,202,0,09 Jan 2023,0,212,210,210,8,3000,630400,5,117.3,212,800,204,100,2420547025,2420547025,210587591,0,0,0,0,0
219,DCII,DCI Indonesia Tbk.,--U-2130000000I121------------,37900,0,09 Jan 2023,0,0,0,37900,0,0,0,0,9023.8,37850,200,0,0,2383745900,2383745900,442184864,0,0,0,0,0
220,DEAL,Dewata Freightinternational Tbk.,--U-2100000000K211-E---------X,50,0,09 Jan 2023,0,50,50,50,0,10100,505000,2,33.3,50,16091300,0,0,1146170959,1146170959,820314555,0,0,0,0,0
221,DEFI,Danasupra Erapacific Tbk.,--U-2100000000G211--D--------X,1455,0,09 Jan 2023,0,0,0,1455,0,0,0,0,2920.4,0,0,0,0,687266666,687266666,169273780,0,0,0,0,0
222,DEPO,Caturkarda Depo Bangunan Tbk.,--U-1135000000E743------------,482,0,09 Jan 2023,0,490,478,484,2,441400,214866000,83,100.4,484,24400,482,500,6790000000,6790000000,465794000,29000,330000,0,0,0
223,DEWA,Darma Henwa Tbk,--U-1135000000A132------------,54,0,09 Jan 2023,0,54,52,53,-1,54461400,2895819400,568,17.5,53,10779000,52,59453900,21853733792,21853733792,15524892486,92900,12530500,0,0,0
224,DEWI,Dewi Shri Farmindo Tbk.,--M-2130000000D231------------,220,0,09 Jan 2023,0,234,216,230,10,72158800,16253542200,33174,230,230,91100,228,10100,2000000000,700000000,260000000,83600,1231000,0,0,0
225,DFAM,Dafam Property Indonesia Tbk.,--U-2100000000E512------------,90,0,09 Jan 2023,0,93,86,89,-1,1311900,117764400,227,77.4,90,125800,89,400,1899852850,1899852850,429936700,0,0,0,0,0
226,DGIK,Nusa Konstruksi Enjiniring Tbk.,--U-1130000000J211------------,124,0,09 Jan 2023,0,127,123,127,3,17348600,2184872500,1251,56.4,128,781600,127,1847100,5541165000,5541165000,1563716763,183400,1362600,0,0,0
227,DGNS,Diagnos Laboratorium Utama Tbk.,--M-2130000000F121------------,252,0,09 Jan 2023,0,256,248,250,-2,156600,39285400,107,125,250,91900,248,25500,1250000000,1250000000,274500000,0,15900,0,0,0
228,DIGI,Arkadia Digital Media Tbk.,--U-2100000000E614-E---------X,50,0,09 Jan 2023,0,50,50,50,0,1100,55000,2,125,50,25985100,0,0,1625000000,1625000000,657637500,0,0,0,0,0
229,DILD,Intiland Development Tbk.,--M-1175000000H111------------,160,0,09 Jan 2023,0,164,159,160,0,2786000,448915500,335,27.9,160,171500,159,22000,10365854185,10365854185,3592805061,889300,0,0,0,0
230,DIVA,Distribusi Voucher Nusantara Tbk.,--U-2135000000I111------------,900,0,09 Jan 2023,0,900,865,890,-10,10300,9033000,25,60.3,890,2400,865,1100,1428571400,1428571400,277428566,0,0,0,0,0
231,DKFT,Central Omega Resources Tbk.,--U-2130000000B146------------,102,0,09 Jan 2023,0,105,102,103,1,4284600,442807300,379,264.6,104,172000,103,220400,5638246600,5638246600,1934482408,0,0,0,0,0
232,DLTA,Delta Djakarta Tbk.,--U-1105000000D211------------,3760,0,09 Jan 2023,0,3760,3750,3760,0,54100,203313000,46,22475.9,3760,486400,3750,30300,800659050,800659050,119698528,43000,0,0,0,0
233,DMAS,Puradelta Lestari Tbk.,--M-113580G000H111------------,159,0,09 Jan 2023,0,160,158,159,0,8899900,1413559600,1577,75.7,160,2959200,159,285100,48198111100,48198111100,8497326987,1911400,273700,100,15900,1
234,DMMX,Digital Mediatama Maxima Tbk.,--U-2835F33000I121------------,1080,0,09 Jan 2023,0,1080,1015,1015,-65,1121600,1164120000,667,441.3,1015,37100,1010,196500,7692307700,7692307700,1703076925,29600,200200,0,0,0
235,DMND,Diamond Food Indonesia Tbk.,--U-1135000000D112------------,825,0,09 Jan 2023,0,830,800,800,-25,18100,14904000,20,87.4,800,500,790,1000,9468359000,9468359000,100364605,200,0,0,0,0
236,DNAR,Bank Oke Indonesia Tbk.,--U-1105000000G111------------,168,0,09 Jan 2023,0,171,164,165,-3,989900,164519800,270,162.9,166,103300,165,15100,16781376732,16781376732,805506083,12100,4100,0,0,0
237,DNET,Indoritel Makmur Internasional Tbk.,--U-2100000000G512------------,4120,0,09 Jan 2023,0,4110,4100,4110,-10,900,3692000,6,3610.4,4110,7300,4100,300,14184000000,14184000000,2157386400,0,0,0,0,0
238,DOID,Delta Dunia Makmur Tbk.,--M-1815560000A132------------,278,0,09 Jan 2023,0,288,272,276,-2,37247200,10238719600,1871,373.7,278,491200,276,153300,8621173232,8621173232,4120058688,17318500,8073500,80,22400,1
239,DPNS,Duta Pertiwi Nusantara Tbk.,--U-1130000000B113------------,420,0,09 Jan 2023,0,420,400,402,-18,1357200,551213600,238,130.6,404,116100,400,67600,331129952,331129952,116259726,883900,12800,0,0,0
240,DPUM,Dua Putra Utama Makmur Tbk.,--U-2100000000D231-----------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,9.1,0,0,0,0,4175000000,4175000000,1248742500,0,0,0,0,0
241,DRMA,Dharma Polimetal Tbk.,--M-1135000000E111------------,575,0,09 Jan 2023,0,595,575,580,5,1127200,659208500,184,116,580,122900,575,358200,4705882300,4705882300,662117640,188000,757100,0,0,0
242,DSFI,Dharma Samudera Fishing Industries Tbk.,--U-1130000000D231------------,90,0,09 Jan 2023,0,91,88,88,-2,4970000,442041900,239,50.1,90,185900,88,666900,1857135500,1857135500,570326312,0,0,0,0,0
243,DSNG,Dharma Satya Nusantara Tbk.,--M-18GFM16000D232------------,640,0,09 Jan 2023,0,650,630,635,-5,17637200,11277996500,1272,171.6,635,124400,630,220800,10599842400,10599842400,3512787771,751800,865700,40,25800,1
244,DSSA,Dian Swastatika Sentosa Tbk,--U-1135000000A121------------,38000,0,09 Jan 2023,0,0,0,38000,0,0,0,0,2533.3,41000,100,36075,100,770552320,770552320,4160983,0,0,0,0,0
245,DUCK,Jaya Bersama Indo Tbk.,--U-2100000000E515---L---Y---X,176,0,09 Jan 2023,0,0,0,176,0,0,0,0,34.9,0,0,0,0,1283330000,1283330000,1074403876,0,0,0,0,0
246,DUTI,Duta Pertiwi Tbk,--U-2135000000H111------------,3990,0,09 Jan 2023,0,3990,3970,3970,-20,5200,20690000,12,399.3,3970,2700,3930,100,1850000000,1850000000,231435000,0,0,0,0,0
247,DVLA,Darya-Varia Laboratoria Tbk.,--U-1135000000F211------------,2340,0,09 Jan 2023,0,2360,2300,2300,-40,19100,44436000,36,846.6,2300,24700,2280,400,1120000000,1120000000,86912000,0,0,0,0,0
248,DWGL,Dwi Guna Laksana Tbk.,--U-2135000000A122------------,169,0,09 Jan 2023,0,173,160,173,4,117300,19972400,42,115.3,174,4900,163,11600,9252820991,9252820991,2594491006,0,0,0,0,0
